ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Loan_Status_Y
1299.0,1086.0,17.0,360.0,1.0,1,1,0,1,0,0,0,0,1,1
2900.0,0.0,71.0,360.0,1.0,0,0,0,0,0,0,0,0,0,1
3333.0,3250.0,158.0,360.0,1.0,1,1,1,0,0,0,0,0,1,1
2192.0,1742.0,45.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1
7787.0,0.0,240.0,360.0,1.0,1,1,1,0,0,0,1,0,1,1
5821.0,0.0,144.0,360.0,1.0,1,1,0,0,0,0,0,0,1,1
5746.0,0.0,255.0,360.0,1.0,1,1,0,0,0,0,0,0,1,0
5333.0,1131.0,186.0,360.0,1.0,1,1,1,0,0,1,0,0,1,1
2577.0,3750.0,152.0,360.0,1.0,1,1,0,0,0,0,1,0,0,1
1880.0,0.0,61.0,360.0,1.0,1,1,1,0,0,0,0,0,0,0
2330.0,4486.0,100.0,360.0,1.0,0,1,0,0,0,0,0,1,0,1
3917.0,0.0,124.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1
6783.0,0.0,130.0,360.0,1.0,1,0,0,0,0,1,0,1,0,1
5818.0,2160.0,184.0,360.0,1.0,1,1,0,0,0,0,1,1,0,1
10171.25,0.0,261.5,360.0,1.0,1,1,0,0,1,0,0,0,0,1
3466.0,3428.0,150.0,360.0,1.0,1,1,0,0,1,0,0,0,0,1
2755.0,0.0,65.0,360.0,1.0,1,0,0,0,0,1,0,0,0,0
2014.0,2925.0,113.0,360.0,1.0,1,1,1,0,0,0,0,0,1,0
3510.0,0.0,76.0,360.0,0.0,0,0,0,0,0,0,0,0,1,0
10171.25,1126.0,225.0,360.0,1.0,1,1,0,1,0,0,0,0,1,1
1916.0,5063.0,67.0,360.0,1.0,1,0,0,0,0,0,0,0,0,0
5000.0,0.0,103.0,360.0,0.0,0,0,0,0,0,0,0,1,0,0
1820.0,1719.0,100.0,360.0,1.0,1,1,0,0,0,0,0,0,1,1
2620.0,2223.0,150.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
3273.0,1820.0,81.0,360.0,1.0,1,1,0,1,0,1,0,0,1,1
4133.0,0.0,122.0,360.0,1.0,1,0,0,0,0,0,0,1,0,1
1809.0,1868.0,90.0,360.0,1.0,1,1,0,0,0,0,0,0,1,1
3095.0,0.0,113.0,360.0,1.0,1,1,0,0,1,1,0,0,0,1
10171.25,0.0,55.0,360.0,1.0,0,0,0,0,0,0,1,1,0,1
3010.0,3136.0,146.41216216216216,360.0,0.0,1,1,0,0,0,1,0,0,1,0
4666.0,0.0,135.0,360.0,1.0,0,1,1,0,0,0,0,0,1,1
3858.0,0.0,76.0,360.0,1.0,1,0,0,0,0,0,0,1,0,1
10171.25,0.0,96.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
4680.0,2087.0,146.41216216216216,360.0,1.0,1,0,0,0,0,0,0,1,0,0
3173.0,0.0,74.0,360.0,1.0,1,1,0,0,1,1,0,1,0,1
3100.0,1400.0,113.0,360.0,1.0,1,1,0,1,0,0,0,0,1,1
3013.0,3033.0,95.0,360.0,1.0,1,1,0,0,0,0,0,0,1,1
10171.25,0.0,185.0,360.0,1.0,1,1,1,0,0,0,0,0,0,1
2666.0,4300.0,121.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
2699.0,2785.0,96.0,360.0,1.0,1,0,0,0,0,1,0,1,0,1
3208.0,3066.0,172.0,360.0,1.0,1,1,0,0,0,0,0,0,1,1
5316.0,0.0,136.0,360.0,1.0,1,0,0,0,0,0,0,0,1,1
10171.25,2100.0,261.5,360.0,1.0,1,1,0,0,0,0,0,0,0,0
10171.25,3000.0,261.5,360.0,1.0,1,0,0,0,1,0,0,0,0,0
4652.0,3583.0,146.41216216216216,360.0,1.0,1,1,0,0,0,0,0,1,0,1
2583.0,2167.0,104.0,360.0,1.0,1,0,0,0,0,1,1,0,0,1
2500.0,1840.0,109.0,360.0,1.0,1,1,0,1,0,0,0,0,1,1
5516.0,5743.125,261.5,360.0,0.0,1,1,0,0,1,0,0,1,0,0
5050.0,0.0,118.0,360.0,1.0,1,0,0,0,0,0,0,1,0,1
3748.0,1668.0,110.0,360.0,1.0,1,0,0,0,0,1,0,1,0,1
10171.25,0.0,146.41216216216216,360.0,1.0,1,1,0,0,0,0,0,0,1,1
4230.0,0.0,112.0,360.0,1.0,0,0,0,0,0,0,0,1,0,0
5703.0,0.0,130.0,360.0,1.0,1,1,0,0,1,1,1,0,0,1
1025.0,2773.0,112.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
3283.0,2035.0,148.0,360.0,1.0,1,1,0,1,0,0,0,0,1,1
9357.0,0.0,261.5,360.0,1.0,1,0,0,0,1,0,1,1,0,1
3246.0,1417.0,138.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
4300.0,2014.0,194.0,360.0,1.0,1,1,0,0,0,1,0,0,0,1
10171.25,0.0,83.0,360.0,1.0,1,0,0,0,0,0,1,0,1,0
3173.0,3021.0,137.0,360.0,1.0,1,1,0,0,0,0,0,0,1,1
10171.25,0.0,260.0,360.0,1.0,1,1,1,0,0,0,0,1,0,0
4583.0,0.0,84.0,360.0,1.0,0,1,0,0,0,0,0,0,0,0
10171.25,0.0,259.0,360.0,1.0,0,0,0,0,0,0,0,0,1,1
3500.0,1667.0,114.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
2661.0,5743.125,261.5,360.0,1.0,1,1,1,0,0,1,0,1,0,1
5819.0,5000.0,120.0,360.0,1.0,1,1,0,1,0,0,0,0,0,1
2071.0,754.0,94.0,360.0,1.0,1,1,0,0,1,1,0,1,0,1
3155.0,1779.0,140.0,360.0,1.0,1,1,1,0,0,0,0,1,0,1
2178.0,0.0,66.0,360.0,0.0,1,1,1,0,0,0,1,0,0,0
7933.0,0.0,261.5,360.0,1.0,1,1,0,0,0,0,0,0,1,0
3667.0,0.0,113.0,360.0,1.0,1,0,1,0,0,0,0,0,1,1
1000.0,3022.0,110.0,360.0,1.0,1,1,1,0,0,0,1,0,1,0
10171.25,0.0,261.5,360.0,1.0,0,1,1,0,0,0,0,1,0,1
3200.0,2254.0,126.0,360.0,0.0,1,0,0,0,0,1,0,0,1,0
3900.0,0.0,90.0,360.0,1.0,1,1,0,1,0,0,0,1,0,1
2500.0,0.0,96.0,360.0,1.0,1,0,0,0,0,0,0,1,0,0
6782.0,0.0,146.41216216216216,360.0,1.0,1,0,0,0,0,0,0,0,1,0
5042.0,2083.0,185.0,360.0,1.0,1,1,0,1,0,0,0,0,0,0
3254.0,0.0,50.0,360.0,1.0,1,0,0,0,0,0,0,0,1,1
4310.0,0.0,130.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
10171.25,0.0,110.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
5417.0,4196.0,261.5,360.0,1.0,1,1,0,1,0,0,1,0,1,1
9833.0,1833.0,182.0,360.0,1.0,1,1,1,0,0,0,1,0,1,1
2297.0,1522.0,104.0,360.0,1.0,1,1,0,0,0,0,0,0,1,1
2309.0,1255.0,125.0,360.0,0.0,1,1,0,1,0,1,0,0,0,0
4950.0,0.0,125.0,360.0,1.0,1,0,0,0,0,0,0,0,1,1
4180.0,2306.0,182.0,360.0,1.0,0,1,0,0,0,0,0,1,0,1
7333.0,0.0,120.0,360.0,1.0,1,0,0,0,0,1,0,0,0,0
5532.0,4648.0,162.0,360.0,1.0,1,0,0,1,0,0,0,0,0,1
10171.25,0.0,225.0,360.0,1.0,0,0,0,0,0,1,1,1,0,1
2600.0,1717.0,99.0,360.0,1.0,0,0,0,0,0,0,1,1,0,0
2301.0,985.7999878,78.0,360.0,1.0,1,1,0,1,0,0,0,0,1,1
2483.0,2466.0,90.0,360.0,0.0,1,1,0,0,0,0,0,0,0,1
2000.0,0.0,146.41216216216216,360.0,1.0,1,0,0,0,0,1,0,0,1,0
6250.0,5654.0,188.0,360.0,1.0,1,1,0,1,0,0,0,1,0,1
3993.0,3274.0,207.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
3159.0,461.0,108.0,360.0,1.0,1,1,0,1,0,0,0,0,1,1
5185.0,0.0,155.0,360.0,1.0,1,1,0,1,0,0,0,1,0,1
5285.0,1430.0,161.0,360.0,0.0,1,1,1,0,0,1,0,1,0,1
9538.0,0.0,187.0,360.0,1.0,1,1,1,0,0,0,0,0,1,1
3069.0,0.0,71.0,360.0,1.0,1,0,0,0,0,0,0,0,1,0
5923.0,2054.0,211.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
3617.0,0.0,107.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1
6000.0,0.0,141.0,360.0,1.0,1,0,0,0,0,0,0,0,1,1
6065.0,2004.0,250.0,360.0,1.0,1,1,1,0,0,0,0,1,0,1
3497.0,1964.0,116.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
4281.0,0.0,100.0,360.0,1.0,1,1,0,0,1,0,0,0,1,1
10000.0,1666.0,225.0,360.0,1.0,0,0,0,0,0,0,0,0,0,0
2484.0,2302.0,137.0,360.0,1.0,0,1,0,0,0,0,0,1,0,1
2708.0,1167.0,97.0,360.0,1.0,1,1,0,1,0,0,0,1,0,1
10000.0,0.0,155.0,360.0,1.0,1,1,1,0,0,0,1,0,0,0
4400.0,0.0,127.0,360.0,0.0,1,1,0,1,0,0,0,1,0,0
2920.0,16.12000084,87.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
5935.0,0.0,133.0,360.0,1.0,1,1,0,1,0,0,0,1,0,1
2045.0,1619.0,101.0,360.0,1.0,1,1,0,1,0,0,0,0,0,1
2500.0,5743.125,103.0,360.0,1.0,1,0,0,0,0,0,0,1,0,1
7167.0,0.0,128.0,360.0,1.0,1,0,0,0,0,0,1,0,1,1
4408.0,0.0,120.0,360.0,1.0,0,0,0,0,0,1,0,1,0,1
4188.0,0.0,115.0,360.0,1.0,1,1,0,0,0,1,0,1,0,1
2275.0,2067.0,146.41216216216216,360.0,1.0,1,1,0,0,0,0,0,0,1,1
3416.0,2816.0,113.0,360.0,1.0,0,1,0,0,0,0,0,1,0,1
2895.0,0.0,95.0,360.0,1.0,1,1,1,0,0,0,1,1,0,1
6125.0,1625.0,187.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0
3000.0,3416.0,56.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
2499.0,2458.0,160.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
4333.0,2451.0,110.0,360.0,1.0,1,1,0,0,0,0,0,0,1,0
2965.0,5701.0,155.0,360.0,1.0,1,0,0,0,0,0,0,0,1,1
4923.0,0.0,166.0,360.0,0.0,1,0,0,1,0,0,0,1,0,1
4758.0,0.0,158.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
10171.25,0.0,261.5,360.0,0.0,1,1,0,0,1,0,0,0,0,0
3707.0,3166.0,182.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
9703.0,0.0,112.0,360.0,1.0,1,1,0,1,0,0,0,0,1,1
3083.0,0.0,255.0,360.0,1.0,0,0,0,0,1,0,0,0,0,1
6133.0,3906.0,261.5,360.0,1.0,1,1,0,0,0,0,0,0,1,1
3276.0,484.0,135.0,360.0,1.0,1,1,0,1,0,0,0,1,0,1
7333.0,5743.125,175.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
1977.0,997.0,50.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
5000.0,0.0,132.0,360.0,1.0,0,0,0,0,0,0,0,0,0,1
4735.0,0.0,138.0,360.0,1.0,1,1,0,0,0,1,1,0,1,0
3167.0,4000.0,180.0,360.0,0.0,1,1,0,0,1,0,0,1,0,0
9323.0,0.0,75.0,360.0,1.0,1,1,0,0,0,0,0,0,1,1
3583.0,0.0,96.0,360.0,1.0,1,0,0,0,0,0,0,0,1,0
6000.0,0.0,140.0,360.0,1.0,1,0,0,0,0,0,0,0,0,1
4606.0,0.0,81.0,360.0,1.0,0,0,1,0,0,1,0,0,0,0
7250.0,1667.0,110.0,360.0,0.0,1,1,1,0,0,0,0,0,1,0
4691.0,0.0,100.0,360.0,1.0,1,1,0,0,1,0,0,1,0,1
6325.0,0.0,175.0,360.0,1.0,1,1,1,0,0,0,0,1,0,1
2647.0,1587.0,173.0,360.0,1.0,1,1,0,0,1,1,0,0,0,0
3189.0,2598.0,120.0,360.0,1.0,1,0,0,0,0,1,0,0,0,1
2500.0,4600.0,176.0,360.0,1.0,1,1,0,1,0,0,1,0,0,1
3812.0,0.0,112.0,360.0,1.0,0,0,1,0,0,0,0,0,0,1
6250.0,1300.0,108.0,360.0,1.0,1,1,0,1,0,0,1,0,0,1
2769.0,1542.0,190.0,360.0,1.0,1,0,1,0,0,1,1,1,0,0
10139.0,0.0,260.0,360.0,1.0,1,1,0,0,1,0,1,1,0,1
2995.0,0.0,60.0,360.0,1.0,0,0,0,0,0,0,0,0,1,1
2947.0,1603.0,146.41216216216216,360.0,1.0,1,1,0,1,0,0,0,0,1,0
3572.0,4114.0,152.0,360.0,0.0,1,1,0,0,0,1,0,0,0,0
1800.0,2934.0,93.0,360.0,0.0,1,1,0,0,0,1,0,0,1,0
674.0,5296.0,168.0,360.0,1.0,1,1,0,0,0,0,1,0,0,1
10171.25,0.0,261.5,360.0,1.0,1,1,0,0,0,0,0,1,0,1
2987.0,0.0,88.0,360.0,0.0,1,0,0,0,0,0,0,1,0,0
1759.0,3541.0,131.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
1442.0,0.0,35.0,360.0,1.0,1,0,0,0,0,1,0,0,1,0
5417.0,0.0,143.0,360.0,0.0,0,0,0,0,0,0,0,0,1,0
2875.0,1750.0,105.0,360.0,1.0,1,1,0,0,0,1,0,1,0,1
1875.0,1875.0,97.0,360.0,1.0,1,1,0,1,0,1,1,1,0,1
3875.0,0.0,67.0,360.0,1.0,1,1,1,0,0,0,0,0,1,0
1378.0,1881.0,167.0,360.0,1.0,0,1,0,1,0,0,0,0,1,0
3086.0,0.0,120.0,360.0,1.0,0,0,0,0,0,0,0,1,0,1
5266.0,1774.0,187.0,360.0,1.0,1,1,0,0,1,0,1,1,0,1
6050.0,4333.0,120.0,360.0,1.0,1,0,0,0,0,0,1,0,1,0
10171.25,0.0,261.5,360.0,1.0,1,0,0,0,0,0,0,1,0,1
3459.0,0.0,25.0,360.0,1.0,1,1,0,0,0,0,1,1,0,1
2876.0,1560.0,90.0,360.0,1.0,0,0,1,0,0,0,0,0,1,1
2971.0,2791.0,144.0,360.0,1.0,1,0,0,0,0,0,0,1,0,1
10171.25,5743.125,261.5,360.0,1.0,1,1,1,0,0,0,0,1,0,0
1820.0,1769.0,95.0,360.0,1.0,1,1,0,0,0,1,0,0,0,1
4600.0,0.0,73.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
2479.0,0.0,59.0,360.0,1.0,1,0,0,0,0,0,0,0,1,1
3075.0,2416.0,139.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
9504.0,0.0,261.5,360.0,1.0,1,1,0,0,1,0,0,0,0,1
4860.0,830.0,125.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
9508.0,0.0,187.0,360.0,1.0,1,0,0,0,0,0,0,0,0,1
645.0,3683.0,113.0,360.0,1.0,0,0,0,0,0,0,0,0,0,1
4006.0,1526.0,168.0,360.0,1.0,1,1,0,1,0,0,0,0,1,1
3704.0,2000.0,120.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
4750.0,2333.0,130.0,360.0,1.0,1,1,0,0,0,0,0,0,1,1
6250.0,0.0,128.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
4166.0,5743.125,184.0,360.0,1.0,1,0,0,0,0,0,0,0,1,1
2435.0,0.0,75.0,360.0,1.0,1,0,0,0,0,0,0,0,1,0
2550.0,2042.0,126.0,360.0,1.0,1,0,0,0,0,1,0,0,0,1
7451.0,0.0,146.41216216216216,360.0,1.0,0,0,1,0,0,0,1,1,0,1
6333.0,4583.0,259.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
2500.0,0.0,93.0,360.0,1.0,0,0,0,0,0,0,1,0,1,1
3015.0,2188.0,153.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
6540.0,0.0,205.0,360.0,1.0,1,1,0,1,0,0,0,1,0,1
3660.0,5064.0,187.0,360.0,1.0,1,0,0,0,0,0,0,1,0,1
4344.0,736.0,87.0,360.0,1.0,1,1,0,0,0,1,1,1,0,0
2927.0,2405.0,111.0,360.0,1.0,1,0,0,0,0,1,0,1,0,1
3539.0,1376.0,55.0,360.0,1.0,1,1,0,0,0,0,0,0,0,0
1928.0,1644.0,100.0,360.0,1.0,0,1,0,0,0,1,0,1,0,1
5391.0,0.0,130.0,360.0,1.0,1,1,0,1,0,0,0,0,1,1
10171.25,3850.0,160.0,360.0,0.0,1,1,1,0,0,0,1,0,1,0
3232.0,1950.0,108.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
2473.0,1843.0,159.0,360.0,1.0,1,1,0,0,0,0,0,0,0,0
3333.0,2000.0,99.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1
3541.0,0.0,112.0,360.0,1.0,0,0,1,0,0,0,0,1,0,1
2718.0,0.0,70.0,360.0,1.0,1,0,0,0,0,0,0,1,0,1
3450.0,2079.0,162.0,360.0,1.0,1,1,1,0,0,0,1,1,0,1
2600.0,2500.0,90.0,360.0,1.0,1,1,1,0,0,1,0,1,0,1
1926.0,1851.0,50.0,360.0,1.0,1,0,0,0,0,0,0,1,0,1
4166.0,0.0,116.0,360.0,0.0,0,0,0,0,0,0,0,1,0,0
7948.0,5743.125,261.5,360.0,1.0,1,1,0,1,0,0,1,0,0,1
8333.0,0.0,261.5,360.0,1.0,0,0,0,0,0,0,0,1,0,1
2785.0,2016.0,110.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
2750.0,1842.0,115.0,360.0,1.0,1,1,1,0,0,0,0,1,0,1
4000.0,2500.0,140.0,360.0,1.0,1,0,0,0,0,0,0,0,0,1
8000.0,0.0,200.0,360.0,1.0,1,1,0,1,0,0,0,1,0,1
5695.0,4167.0,175.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
3692.0,0.0,93.0,360.0,1.0,0,0,0,0,0,0,0,0,0,1
3430.0,1250.0,128.0,360.0,0.0,1,1,0,0,1,0,0,1,0,0
3523.0,3230.0,152.0,360.0,0.0,1,1,0,0,0,1,0,0,0,0
1830.0,0.0,146.41216216216216,360.0,0.0,0,0,0,0,1,1,0,0,1,0
7578.0,1010.0,175.0,360.0,1.0,1,1,0,0,0,0,0,1,0,1
3988.0,0.0,50.0,360.0,1.0,1,1,1,0,0,0,0,0,1,1
5116.0,1451.0,165.0,360.0,0.0,1,1,0,0,0,0,0,0,1,0
2423.0,505.0,130.0,360.0,1.0,0,1,0,0,0,0,0,1,0,1
10171.25,5266.0,261.5,360.0,1.0,1,1,0,0,0,0,0,0,0,0
7660.0,0.0,104.0,360.0,0.0,1,1,0,0,0,1,0,0,1,0
2625.0,5743.125,187.0,360.0,1.0,1,1,0,0,0,0,0,0,0,1
3597.0,2157.0,119.0,360.0,0.0,1,1,0,0,0,0,0,0,0,0
3033.0,1459.0,95.0,360.0,1.0,1,1,0,0,0,0,0,0,1,1
8080.0,2250.0,180.0,360.0,1.0,1,1,1,0,0,0,0,0,1,1
10171.25,4750.0,120.0,360.0,1.0,1,1,0,0,0,0,1,1,0,1
2600.0,1911.0,116.0,360.0,0.0,1,1,0,0,0,1,0,1,0,0
4333.0,2451.0,110.0,360.0,1.0,0,1,0,0,0,0,0,0,1,0
3865.0,1640.0,146.41216216216216,360.0,1.0,1,0,0,0,0,0,0,0,0,1
1782.0,2232.0,107.0,360.0,1.0,1,1,1,0,0,0,0,0,0,1
10171.25,0.0,187.0,360.0,0.0,1,0,0,0,0,0,1,0,1,0
8333.0,3167.0,165.0,360.0,1.0,1,1,0,1,0,0,0,0,0,1
3675.0,242.0,108.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1
10171.25,0.0,261.5,360.0,1.0,1,1,1,0,0,0,0,0,1,0
3762.0,1666.0,135.0,360.0,1.0,0,0,0,0,0,0,0,0,0,1
10171.25,0.0,261.5,360.0,0.0,0,1,1,0,0,0,1,0,1,0
3522.0,0.0,81.0,360.0,1.0,1,1,0,0,1,1,0,0,0,0
8750.0,4167.0,261.5,360.0,1.0,1,0,0,0,0,0,0,0,0,0
6822.0,0.0,141.0,360.0,1.0,1,0,0,0,0,0,1,0,0,1
